Timestamp,input_value,output_value,timestamp,average_day,average_week,average_time
2024-01-01 00:00:00,12.176593974920696,9.3546567155221,2024-01-01 00:00:00,12.176593974920696,12.176593974920696,12.176593974920696
2024-01-01 00:10:00,13.747756292436124,12.512738646215826,2024-01-01 00:10:00,12.96217513367841,12.96217513367841,12.96217513367841
2024-01-01 00:20:00,12.557766164190731,11.34424629938503,2024-01-01 00:20:00,12.827372143849184,12.827372143849184,12.827372143849184
2024-01-01 00:30:00,13.020614815268075,11.410267873031822,2024-01-01 00:30:00,12.875682811703907,12.875682811703907,12.875682811703907
2024-01-01 00:40:00,12.4061755028595,9.927872848922776,2024-01-01 00:40:00,12.781781349935025,12.781781349935025,12.781781349935025
2024-01-01 00:50:00,14.145430669129071,12.79654059071516,2024-01-01 00:50:00,13.009056236467366,13.009056236467366,13.009056236467366
2024-01-01 01:00:00,14.970508459921284,12.597451980853393,2024-01-01 01:00:00,13.474708650634133,13.289263696960784,13.289263696960784
2024-01-01 01:10:00,14.081699821364609,12.88661591283986,2024-01-01 01:10:00,13.530365905455547,13.388318212511262,13.388318212511262
2024-01-01 01:20:00,11.271724653837056,10.500804550611049,2024-01-01 01:20:00,13.316025653729932,13.15314115043635,13.15314115043635
2024-01-01 01:30:00,11.34800362940135,8.351849007541372,2024-01-01 01:30:00,13.037257122752145,12.97262739833285,12.97262739833285
2024-01-01 01:40:00,10.938385865573508,10.760350948123618,2024-01-01 01:40:00,12.792625516537813,12.787696349900182,12.787696349900182
2024-01-01 01:50:00,11.277467279643702,10.337825749579864,2024-01-01 01:50:00,12.314631618290251,12.66184392737881,12.66184392737881
2024-01-01 02:00:00,12.919760259863027,11.497173725288375,2024-01-01 02:00:00,11.972840251613874,12.723774451124003,12.681683645262211
2024-01-01 02:10:00,13.124040831455424,13.001457926164344,2024-01-01 02:10:00,11.813230419962345,12.671798162708944,12.713280587133154
2024-01-01 02:20:00,12.534095075381064,9.986478703629246,2024-01-01 02:20:00,12.023625490219679,12.669825571974807,12.70133488634968
2024-01-01 02:30:00,10.496337496315023,9.944458987597017,2024-01-01 02:30:00,11.88168113470529,12.45946912872872,12.563522549472516
2024-01-01 02:40:00,13.542818654873646,12.22851129728108,2024-01-01 02:40:00,12.315753266255314,12.554189391396562,12.621128202731406
2024-01-01 02:50:00,13.713088236633288,13.154553016143604,2024-01-01 02:50:00,12.721690092420246,12.518160855355248,12.681792649059288
2024-01-01 03:00:00,10.948974690550251,10.438979882891289,2024-01-01 03:00:00,12.393225830868117,12.183033041240996,12.590591703874601
2024-01-01 03:10:00,10.11309305454018,8.080907839151292,2024-01-01 03:10:00,11.891401201382243,11.852315810672293,12.46671677140788
