Timestamp,Inlet Flow (L/min),Outlet Flow (L/min)
2024-02-01 00:00:00,19.065069125527312,17.92965201432535
2024-02-01 00:10:00,17.505191628387855,13.507770582573983
2024-02-01 00:20:00,10.863013457195155,9.810134650683995
2024-02-01 00:30:00,18.200630187114534,16.93990660672685
2024-02-01 00:40:00,13.69464500386478,9.398148610716909
2024-02-01 00:50:00,15.837026204860518,14.013604530458466
2024-02-01 01:00:00,12.581055123481786,8.092047967019688
2024-02-01 01:10:00,12.210804719895407,11.71856960902489
2024-02-01 01:20:00,15.80337340494074,14.329017727177177
2024-02-01 01:30:00,18.125920652723266,17.849741756603407
2024-02-01 01:40:00,11.071678880863212,9.854236872848674
2024-02-01 01:50:00,17.93825847679356,13.990054028816163
2024-02-01 02:00:00,10.686273419150748,9.761367963595207
2024-02-01 02:10:00,13.410203697218638,9.974032938663003
2024-02-01 02:20:00,11.917876306742068,11.691503801483696
2024-02-01 02:30:00,11.258955794271467,6.961853470223208
2024-02-01 02:40:00,10.655067190621835,10.258497497911478
2024-02-01 02:50:00,18.469603380999114,17.22161049866915
2024-02-01 03:00:00,11.908011280240018,9.712878641307153
2024-02-01 03:10:00,16.789601251151268,16.545923651498143
2024-02-01 03:20:00,17.940366036787836,15.062394325075383
2024-02-01 03:30:00,15.869156220029282,11.010830956329551
2024-02-01 03:40:00,10.419767342512536,9.91539477587252
2024-02-01 03:50:00,19.69715445964626,15.542436823944893
2024-02-01 04:00:00,19.4846875767158,15.844090391597803
2024-02-01 04:10:00,10.079330080983851,7.305543018351331
2024-02-01 04:20:00,19.251082624715863,16.431152398182153
2024-02-01 04:30:00,18.84518149348332,17.20229777166609
2024-02-01 04:40:00,11.760840480967813,11.493821098569583
2024-02-01 04:50:00,10.081339826537564,8.9607370335886
2024-02-01 05:00:00,15.610111865481457,11.053571254871361
2024-02-01 05:10:00,13.248385396311551,11.673226445499667
2024-02-01 05:20:00,12.146011557855037,11.142591957020644
2024-02-01 05:30:00,19.032774323781158,14.399724709888819
2024-02-01 05:40:00,19.221341904006245,14.939245138920937
2024-02-01 05:50:00,18.450783439508676,17.520363776381455
2024-02-01 06:00:00,15.69724902863075,10.850494382996963
2024-02-01 06:10:00,10.943312753607904,6.360051933356531
2024-02-01 06:20:00,19.199290872354744,18.18845572133217
2024-02-01 06:30:00,14.855616128769231,11.858210411396454
2024-02-01 06:40:00,19.43887907645383,17.716869392367265
2024-02-01 06:50:00,12.19996719735763,7.265549296280991
2024-02-01 07:00:00,13.419353892855147,12.805638976602436
2024-02-01 07:10:00,13.608215276721339,10.015962126244014
2024-02-01 07:20:00,19.005524799192525,15.515985979697552
2024-02-01 07:30:00,15.957944108774674,15.11322575084304
2024-02-01 07:40:00,18.139085248225356,15.152144034075418
2024-02-01 07:50:00,19.285248154342277,18.02620478442885
2024-02-01 08:00:00,12.546741556333586,10.188306658529788
2024-02-01 08:10:00,14.645862293317906,10.037595814698847
2024-02-01 08:20:00,17.959613497392652,16.212015326965666
2024-02-01 08:30:00,16.58384354687688,15.939450161122064
2024-02-01 08:40:00,11.430290968072601,7.212125665168108
2024-02-01 08:50:00,18.945464180154943,14.596978770553795
2024-02-01 09:00:00,17.150332155908437,14.099504045254106
2024-02-01 09:10:00,15.925125534091553,15.214365423262434
2024-02-01 09:20:00,10.397330114758649,6.219275921442827
2024-02-01 09:30:00,11.60375668091294,7.6692619926249606
2024-02-01 09:40:00,12.323632733354078,12.289662846719194
2024-02-01 09:50:00,16.691445568969158,12.431768120448313
2024-02-01 10:00:00,16.438269478682077,14.25436222124878
2024-02-01 10:10:00,18.611736300893206,14.16272563551826
2024-02-01 10:20:00,19.795176605575442,18.428191694498757
2024-02-01 10:30:00,18.024664151208786,15.103766413196885
2024-02-01 10:40:00,12.420201931175896,9.100194333997893
2024-02-01 10:50:00,14.179887099113321,12.727773949840529
2024-02-01 11:00:00,14.050223967766524,9.195212545748278
2024-02-01 11:10:00,18.13384175261251,14.16191212125974
2024-02-01 11:20:00,11.564037752996379,9.724634657755255
2024-02-01 11:30:00,16.416127064216717,15.869086058221855
2024-02-01 11:40:00,13.385041162396467,8.58016661473609
2024-02-01 11:50:00,14.959299067718968,10.577432421361893
2024-02-01 12:00:00,10.586206908883081,8.185650893360828
2024-02-01 12:10:00,11.856533442770013,9.277010226879524
2024-02-01 12:20:00,14.05809789002647,10.157443173698034
2024-02-01 12:30:00,13.328393942248908,10.234664529060902
2024-02-01 12:40:00,12.581874581078306,7.856322885689035
2024-02-01 12:50:00,17.9817220377371,16.371038903698466
2024-02-01 13:00:00,10.735178607844363,8.254747496686441
2024-02-01 13:10:00,16.27737932165943,13.82236235939121
2024-02-01 13:20:00,11.62137498953805,6.670516566517852
2024-02-01 13:30:00,18.333837990258672,16.05438103071465
2024-02-01 13:40:00,18.36817273269105,14.769720560211255
2024-02-01 13:50:00,15.940904961943325,14.666097697285032
2024-02-01 14:00:00,17.74759275350071,17.211838825065403
2024-02-01 14:10:00,19.134116130009332,17.41249850271241
2024-02-01 14:20:00,10.244823581784493,6.769217018570003
2024-02-01 14:30:00,12.648994357828808,8.520668091768222
2024-02-01 14:40:00,10.667906821433798,9.586441113010398
2024-02-01 14:50:00,15.582104095626013,11.311526470220581
2024-02-01 15:00:00,18.737127577254466,13.973550538251402
2024-02-01 15:10:00,10.411670449424513,6.051506682390867
2024-02-01 15:20:00,15.24300266372763,11.3615696066297
2024-02-01 15:30:00,15.977210859111333,15.604506481689484
2024-02-01 15:40:00,17.279877119236122,15.81927126098817
2024-02-01 15:50:00,14.267814669011791,13.11159865241751
2024-02-01 16:00:00,10.485299159431387,7.266883584054227
2024-02-01 16:10:00,15.28956583939138,13.651408302419245
2024-02-01 16:20:00,12.607206491503023,10.477211384219764
2024-02-01 16:30:00,12.063423797533698,9.363536893172014
2024-02-01 16:40:00,10.795042668999066,7.138305930991891
2024-02-01 16:50:00,13.931560613044725,13.188737187080445
2024-02-01 17:00:00,17.526854334626957,16.186535893675792
2024-02-01 17:10:00,12.320684567876745,8.834466104141526
2024-02-01 17:20:00,16.11311639105064,15.79138838486664
2024-02-01 17:30:00,18.698877263477165,18.18383776494108
2024-02-01 17:40:00,12.898407499289679,8.019970159959804
2024-02-01 17:50:00,16.322626426649173,14.814899381435247
2024-02-01 18:00:00,14.433344671599517,9.924296482271256
2024-02-01 18:10:00,16.37793366291518,15.924943111749208
2024-02-01 18:20:00,17.982345287686435,16.7873752032553
2024-02-01 18:30:00,11.100658375920581,6.273423313235693
2024-02-01 18:40:00,18.01651167799622,13.32105362259761
2024-02-01 18:50:00,10.83176786937392,10.378807587698889
2024-02-01 19:00:00,12.19608734788493,8.676451450101322
2024-02-01 19:10:00,10.634817728200982,6.259783625345832
2024-02-01 19:20:00,11.234276483232517,10.340672153538016
2024-02-01 19:30:00,14.404561336760272,12.16366457786095
2024-02-01 19:40:00,14.445127590817908,9.576967403561184
2024-02-01 19:50:00,17.629187316551644,15.369120352328519
2024-02-01 20:00:00,14.25905080564852,9.739595020194416
2024-02-01 20:10:00,16.47051240403665,15.964940295030983
2024-02-01 20:20:00,15.282180453113703,15.262418603736831
2024-02-01 20:30:00,18.36178581372819,16.86203444330776
2024-02-01 20:40:00,11.511117757098791,7.446185179797953
2024-02-01 20:50:00,12.83986032929889,9.16733331262814
2024-02-01 21:00:00,16.83800073553166,15.488899984233505
2024-02-01 21:10:00,14.335395373485422,11.90804761365952
2024-02-01 21:20:00,11.696546441476292,8.893877198087582
2024-02-01 21:30:00,12.491666705935085,10.698010289861504
2024-02-01 21:40:00,14.263556881566036,11.795974371493276
2024-02-01 21:50:00,12.355440565091081,11.647193046569233
2024-02-01 22:00:00,10.892439917465191,8.554087243268672
2024-02-01 22:10:00,14.238473890979696,9.841773138665896
2024-02-01 22:20:00,12.326037678239508,8.81575341256782
2024-02-01 22:30:00,15.662980220572926,10.805307134859362
2024-02-01 22:40:00,18.160657123445354,14.549629996297035
2024-02-01 22:50:00,18.784084418483193,17.657832293670115
2024-02-01 23:00:00,14.80198004223161,11.204788210147878
2024-02-01 23:10:00,19.96690036252479,18.174489830500676
2024-02-01 23:20:00,16.093054320571927,15.238519293818777
2024-02-01 23:30:00,13.251765144286475,8.471984287415836
2024-02-01 23:40:00,11.888142878717705,8.116929534216247
2024-02-01 23:50:00,14.647308173563019,10.884745544034221
2024-02-02 00:00:00,12.020269167554217,8.72382388188692
2024-02-02 00:10:00,19.198812113480308,18.981532447073675
2024-02-02 00:20:00,11.42240316330407,7.576538355834342
2024-02-02 00:30:00,14.963924652561753,12.66549028306327
2024-02-02 00:40:00,16.43127678611697,15.422073322659024
2024-02-02 00:50:00,13.303036567269505,11.713951413929355
2024-02-02 01:00:00,18.554847138221007,13.760338274455712
2024-02-02 01:10:00,17.759239446910176,15.590259292246063
2024-02-02 01:20:00,19.353110330031292,15.504250640775272
2024-02-02 01:30:00,18.271537522865636,17.88174999765529
2024-02-02 01:40:00,13.132165258780578,10.125593403097767
2024-02-02 01:50:00,11.178335112549068,9.340114426161803
2024-02-02 02:00:00,14.529347556699749,14.266348594075687
2024-02-02 02:10:00,19.312118294138273,18.078440780948213
2024-02-02 02:20:00,13.267932130769486,12.902789461265703
2024-02-02 02:30:00,13.782390362946785,10.115542598240117
2024-02-02 02:40:00,18.653618306040705,14.518396408643724
2024-02-02 02:50:00,11.55867790797946,10.809464885608014
2024-02-02 03:00:00,16.47649481170978,15.052167593848388
2024-02-02 03:10:00,14.020593221868701,12.364998822250751
2024-02-02 03:20:00,10.66673478910317,9.635705300611106
2024-02-02 03:30:00,17.971513661212143,14.052555940094635
2024-02-02 03:40:00,10.681125711401684,5.946223910562456
2024-02-02 03:50:00,16.94039486470122,12.898909590621919
2024-02-02 04:00:00,17.887870309390077,15.850049204430695
2024-02-02 04:10:00,17.65960028989373,13.96195383923057
2024-02-02 04:20:00,18.749543390588606,17.080571982479743
2024-02-02 04:30:00,18.165526398863214,16.536364709150615
2024-02-02 04:40:00,13.47283551633382,10.334263028146747
2024-02-02 04:50:00,15.176414941126174,11.892773935807888
2024-02-02 05:00:00,18.113927809048832,13.896565319816457
2024-02-02 05:10:00,17.030870985793822,15.09984908683769
